FACILITYID,NAME,ADDRESS,ADDRESS2,CITY,ZIP,ZIPEXTENSION,REGION,COUNTY,HCOLLCODE,HACCURACY,PDOP,SCORE,SOURCESCAL,GEOOWNER,HACCURUOM,GEOTYPNAME,HDATUMNAME,REFPTCODE,SOURCECODE,GEOCOLLECTEDBY,EASTING,NORTHING,UTM_ZONE,VERIFIED,PRIMARY,SENSITIVE,GPSMAKEMODEL,EPEORFOM,EPE_FOMMSRMNT,DATECOLLECTED,DATEADDED,DATEEDITED,USERNAME,GISCOMMENTS,CONVERTED_LONG,CONVERTED_LAT
ST3003768,BULLSEYE #36,HWYS 160 AND 5,,GAINESVILLE,65655,,SW,153,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",550921.1918,4050752.326,15,-1.0,0.0,0.0,,,,2020-04-28 00:00:00.000,2019-06-19 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-92.4306623213978,36.60090970679874
ST0022239,BREAK TIME #3167 SEDALIA TRUCK STOP,23400 RADIO HILL RD,,SEDALIA,65301,,KC,159,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",480325.5678,4286322.396,15,-1.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2019-06-20 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-93.22633651291115,38.72534088969426
ST0022263,SUPPORT SERVICES CENTER,9501 NORTH SEYMOUR,,KANSAS CITY,64152,,KC,165,,,,,,5,,,,,,,0.0,0.0,15 North,0.0,0.0,0.0,,,,,2019-06-26 00:00:00.000,2020-06-03 00:00:00.000,"VANDEPOPUL, C",,,
ST0022226,55TH AND PROSPECT UST ENCOUNTER,5500 PROSPECT AVENUE,,KANSAS CITY,64130,,KC,95,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",365354.1598,4320850.61,15,-1.0,0.0,0.0,,,,2020-04-23 00:00:00.000,2019-06-28 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-94.55548681868541,39.02634016769217
ST0022227,EVERYDAY CONVENIENCE,5408 BUSINESS 50 WEST,,JEFFERSON CITY,65109,,NE,51,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",561369.5278,4270863.717,15,-1.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2019-07-03 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-92.29538750885236,38.584127096292626
ST0022309,TIDAL WAVE WASH CENTER,3720 SOUTH LINDBERGH,,SUNSET HILLS,63127,,SL,189,,,,,,5,,,,,,,0.0,0.0,15 North,0.0,0.0,0.0,,,,,2019-07-12 00:00:00.000,2021-09-20 00:00:00.000,"VANDEPOPUL, C",,,
ST0022236,MARYVILLE FAST STOP,2906 S MAIN STREET,,MARYVILLE,64468,,KC,147,G5,,2.86,,,5,,POINT,NAD83,TU,D9,"KNAEBEL, DAN",340709.0,4464779.94,15 North,0.0,0.0,0.0,TRIMBLE GEOEXPLORER XM,,,2019-08-19 00:00:00.000,2019-07-18 00:00:00.000,2019-09-24 00:00:00.000,"VANDEPOPUL, C",,-94.87479564618069,40.31836299367048
ST3003036,CHEROKEE PASS MOBIL,6726 BUSINESS 67,,FREDERICKTOWN,63645,,SE,123,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",738116.0846,4152771.071,15,-1.0,0.0,0.0,,,,2020-04-28 00:00:00.000,2019-07-22 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-90.30665272943939,37.49118427825808
ST3004238,CAIRO VILLAGE MARKET,101 S LANDRUM ST,,CAIRO,65239,,NE,175,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",548168.3233,4373696.268,15,-1.0,0.0,0.0,,,,2020-04-28 00:00:00.000,2019-07-23 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-92.4396754705938,39.51155069275211
ST0022232,RUTH E ROBIE,4403 NW GATEWAY,,RIVERSIDE,64150,,KC,165,,,,,,5,,,,,,,0.0,0.0,15 North,0.0,0.0,0.0,,,,,2019-09-09 00:00:00.000,2019-09-09 00:00:00.000,"VANDEPOPUL, C",,,
ST3006889,D DIAMOND TRUCK PLAZA,13 STATE HWY 215,,FAIR GROVE,65648,,SW,59,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",487481.982,4145933.042,15,-1.0,0.0,0.0,,,,2020-04-28 00:00:00.000,2019-06-12 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-93.14154727117881,37.460180150340086
ST0005494,SPEEDYS CONVENIENCE #4,2420 FREDERICK AVENUE,,ST JOSEPH,64506,,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,CR,"CON_Fortin,Joel",343229.659569,4404542.06144,15,-1.0,0.0,0.0,,,,2014-03-17 00:00:00.000,1995-06-30 00:00:00.000,2014-03-17 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.83057060262915,39.77639279684242
ST0005495,QUAKER OATS,2811 S 11TH ST,,ST JOSEPH,64502,,KC,21,G3,,3.20,,,5,,POINT,WGS84,MG,D9,"ROBERTS, J",341789.656927,4400390.09216,15,0.0,0.0,0.0,TRIMBLE GEOEXPLORER XM,,,2004-11-23 00:00:00.000,1995-06-30 00:00:00.000,2004-11-29 00:00:00.000,"ROBERTS, J",,-94.84639438415785,39.738756892211846
ST0005497,ALTON QUICK CONNECTION,509 W HWY 160,,ALTON,65606,,SE,149,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",642946.790796,4062609.497141,15,-1.0,0.0,0.0,,,,2014-04-01 00:00:00.000,2000-05-25 00:00:00.000,2015-11-23 00:00:00.000,"BERVE, TRISHA","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-91.39978244330881,36.698405765762004
ST0005498,RENT-ALL EQUIP INC,3702 KING HILL,,ST JOSEPH,64504,,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,,"CORBIN, M",341024.24,4399705.68,15,-1.0,0.0,0.0,,,,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,"HEISLER, J",,-94.85514098882987,39.732430037780794
ST0005501,PERRY INDUSTRIES INC,CHLOE AND KIEFNER ST,,PERRYVILLE,63775,,SE,157,I2,12.20,,,24000,5,Meters,POINT,NAD83,BL,N2,CARES,775863.908095,4179639.23491,15,-1.0,0.0,0.0,,,,2002-09-11 00:00:00.000,1995-06-30 00:00:00.000,2004-09-09 00:00:00.000,"ROBERTS, J",,-89.87009999562765,37.722500118910354
ST0005502,BOB WOLLENMAN INC,1002 N 4TH,,ST JOSEPH,64501,,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",341072.916576,4404324.350986,15,-1.0,0.0,0.0,,,,2014-03-17 00:00:00.000,1995-06-30 00:00:00.000,2014-03-17 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.85568937102654,39.774032340397504
ST0005503,NASTROM CHEVROLET-MAZDA INC,3921 FREDERICK AVE,,ST JOSEPH,64506,,KC,21,A1,,,100,,5,,,,,,"VANCE, S",346053.93,4404684.39,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-94.79764102982936,39.77818996511915
ST0005504,THE SHORT STOP,2999 BLACKWELL RD,,ST JOSEPH,64506,1106,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",344560.447659,4408728.668589,15,-1.0,0.0,0.0,,,,2014-03-17 00:00:00.000,1995-06-30 00:00:00.000,2014-03-17 00:00:00.000,"CON_Fortin,Joel","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.81603028193328,39.814339676354706
ST0005506,ARROW SPECIALTIES,1695 S HANLEY RD,,ST LOUIS,63144,,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",731843.189,4278477.822,15,-1.0,0.0,0.0,,,,2020-11-03 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-90.336804317793,38.62454310361679
ST0022255,QUIKTRIP #609R,702 LEMAY FERRY ROAD,,ST LOUIS,63125,,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",737003.4134,4269369.608,15,-1.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2019-07-23 00:00:00.000,2020-10-02 00:00:00.000,"VANDEPOPUL, C",,-90.28068577166518,38.541188864871096
ST0022257,NEW SUPER MART,203 E US HWY 69,,CLAYCOMO,64119,,KC,47,,,,,,5,,,,,,,0.0,0.0,15 North,0.0,0.0,0.0,,,,,2019-08-06 00:00:00.000,2021-05-21 00:00:00.000,"VANDEPOPUL, C",,,
ST0005508,AMERICAN FREIGHT SYSTEM INC,5300 HALL ST,,ST LOUIS,63147,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,,"CON_HILL,JUSTIN",743269.4036,4285225.51043,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-90.20332999798316,38.682220058653414
ST0005510,PLANT FACILITIES & ENGINEERING INC,4800 GOODFELLOW BLVD,,ST LOUIS,63120,1519,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",737995.341,4286882.955,15,-1.0,0.0,0.0,,,,2020-11-04 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-90.263327903683,38.69857333006395
ST0005496,BIG K ENTERPRISES 707 LLC,801 MITCHELL AVE,,ST JOSEPH,64503,,KC,21,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_Fortin,Joel",341501.404199,4402268.587503,15,-1.0,0.0,0.0,,,,2014-03-17 00:00:00.000,1995-06-30 00:00:00.000,2016-01-26 00:00:00.000,"BERVE, TRISHA","CON_Fortin,Joel Moved point to improve accuracy. Verified by NAIP2012/DOQQ2008.",-94.85019292188885,39.75559912013986
ST0005514,FORMER ALUMAX EMP,1277 N WARSON RD,,ST LOUIS,63132,,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",726562.052,4284835.829,15,-1.0,0.0,0.0,,,,2020-11-04 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-90.39533692918134,38.68314619484001
ST0005515,ASTROTH AUTO SERVICE,6649 ARSURAL,,ST LOUIS,63139,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,,"CORBIN, M",734843.53,4276801.65,15,-1.0,0.0,0.0,,,,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,"HEISLER, J",,-90.30293994423671,38.60866500889519
ST0005516,VACANT TERMINAL BLDG,119 DOUGLAS ST,,ST LOUIS,63147,,SL,510,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",743522.244339,4284239.1462,15,-1.0,0.0,0.0,,,0.00,2014-08-05 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.20077262205285,38.67327220034938
ST0005517,ALLSTATE DISTRIBUTORS INC,6622 VERNON AVE,,ST LOUIS,63130,,SL,510,A1,,,100,,5,,,,,,"VANCE, S",734423.82,4282628.62,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.30579101365741,38.66123001988329
ST0005518,ACKERMAN BUICK INC,2900 PERSHALL,,ST LOUIS,63136,,SL,510,A1,,,87,,5,,,,,,"VANCE, S",737339.52,4294756.14,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.26816101080914,38.76962008261413
ST0005519,US ARMY CORPS OF ENGINEERS,FOOT OF ARSENAL ST,,ST LOUIS,63118,,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",743358.8372,4275059.285,15,-1.0,0.0,0.0,,,,2020-05-18 00:00:00.000,,2020-06-08 00:00:00.000,"RANGEN, K","PER AERIAL PHOTOGRAPH REVIEW, FILE REVIEW, AND OTHER SEARCH METHODS (INTERNET, ASSESSOR, ETC), EXACT SITE LOCATION COULD NOT BE VERIFIED, BUT SITE IS BELIEVED TO BE IN THIS GENERAL AREA.",-90.20586055356002,38.59068760322724
ST0005520,"US ARMY CORPS OF ENG, WAPPAPELLO",RT 2 BOX A,,WAPPAPELLO,63966,,SE,223,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_STEINBECK,Eli",741972.057298,4089581.25034,15,-1.0,0.0,0.0,,,0.00,2014-07-25 00:00:00.000,,,,"INT_STEINBECK,Eli, Map Interpolated point. Verified by NAIP2012/DOQQ2008",-90.28356720622703,36.92122844264806
ST0022252,BIG APPLE TRAVEL CENTER #13,2100 PRIGMORE AVE,,JOPLIN,64804,,SW,97,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",375044.8602,4103238.928,15,-1.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2020-02-21 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-94.40556499354844,37.06709065676654
ST0022249,RHODES 101 STOP #220,12135 MO 77,,CHAFFEE,63740,,SE,201,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",795873.8582,4120395.824,15,0.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2019-08-07 00:00:00.000,2020-07-13 00:00:00.000,"VANDEPOPUL, C",,-89.66717872214316,37.18316472196093
ST0005521,US ARMY CORPS OF ENGINEERS,RT 2 BOX 20 A (ST HWY J TO WILLOW LN),,PERRY,63456,,NE,173,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CORBIN, M",617647.525,4376629.526,15,-1.0,0.0,0.0,,,,2012-09-12 00:00:00.000,1995-06-30 00:00:00.000,2012-09-12 00:00:00.000,"CORBIN, M",,-91.63108300543725,39.53126999443505
ST0005522,US ARMY CORPS OF ENG LOCK & DAM,LOCK AND DAM 24,,CLARKSVILLE,63389,,NE,163,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CORBIN, M",680287.2,4360396.7,15,-1.0,0.0,0.0,,,,2011-12-15 00:00:00.000,1995-06-30 00:00:00.000,2011-12-16 00:00:00.000,"CORBIN, M",,-90.90698450989541,39.37423515682173
ST0005523,"US ARMY CORPS OF ENG, LOCK & DAM 25",RT 2 BOX 215,,WINFIELD,63389,,SL,113,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CORBIN, M",700090.0,4319640.0,15,-1.0,0.0,0.0,,,,2011-10-20 00:00:00.000,1995-06-30 00:00:00.000,2012-01-31 00:00:00.000,"CORBIN, M",,-90.68930867628663,39.00291385979165
ST0005524,GATOR PRODUCTS,2655 W COLLEGE,,SPRINGFIELD,65802,,SW,77,A1,,,87,,5,,,,,,"VANCE, S",470776.11,4118395.95,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-93.32936102999469,37.211589959962815
ST0005512,US FOOD SERVICE ALLEN DIVISION,8543 PAGE AVE,,VINITA PARK,63114,,SL,189,G3,,4.40,,,5,,POINT,WGS84,TU,D9,INTERNS,730991.942274,4285280.81196,15,0.0,0.0,0.0,MARCH II,,,2002-01-08 00:00:00.000,1995-06-30 00:00:00.000,2009-09-21 00:00:00.000,"CORBIN, M",,-90.34432501149686,38.68602857649379
ST0005513,"HALBEN FOOD MFG CO, INC",4553 GUSTINE AVE,,ST LOUIS,61116,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,,"CON_HILL,JUSTIN",739040.47072,4273772.80613,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-90.25582999823473,38.58028005226904
ST0005529,F.G. AVEY CO,7819 MURDOCH,,ST LOUIS,63119,,SL,189,A3,,,87,,5,,,,,,"VANCE, S",732290.66,4274818.6,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,1995-06-30 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-90.33288995388753,38.591485082986416
ST0005530,ANGELICA UNIFORM GROUP,700 ROSEDALE,,ST LOUIS,63112,,SL,510,A1,,,87,,5,,,,,,"VANCE, S",735176.12,4282311.95,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.29726104052575,38.6581800069962
ST0005531,ABF FREIGHT SYSTEM,8630 N HALL ST,,ST LOUIS,63147,2317,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,D6,"CON_HILL,JUSTIN",741370.144534,4289591.59525,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,2000-09-11 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-90.2236199980653,38.72204005694851
ST0005533,ADM/GROWMARK,1 E GRAND AVE,,ST LOUIS,63147,2912,SL,510,I2,12.20,,,24000,,Meters,,NAD83,TU,D9,"INT_EDELHUBER,Brian",743996.003252,4285077.55563,15,-1.0,0.0,0.0,,,0.00,2014-08-04 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.19503818352067,38.68068833649315
ST0005534,ASSOCIATED GROCERS,5030 BERTHOLD AVE,,ST LOUIS,63110,,SL,510,A3,,,100,,5,,POINT,NAD83,,D9,"VANCE, S",737731.78,4278990.57,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,2000-08-23 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-90.26905697392635,38.627600039749275
ST0022250,MPC 99,12150 MO BOTTOM RD,,HAZELWOOD,63042,,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",726493.6836,4294082.484,15,-1.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2019-08-20 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-90.39309721726802,38.76640618937639
ST0022265,COMBANC #2,2309 N STATE ROUTE 7,,PLEASANT HILL,64080,,KC,37,,,,,,5,,,,,,,0.0,0.0,15 North,0.0,0.0,0.0,,,,,2019-10-09 00:00:00.000,2020-08-20 00:00:00.000,"VANDEPOPUL, C",,,
ST0005535,AMERICAN CAN CO - ST LOUIS PLANT,3200 KINGSHIGHWAY,,ST LOUIS,63139,,SL,510,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",738021.920943,4276259.80945,15,-1.0,0.0,0.0,,,0.00,2014-08-05 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.26666118079196,38.60294081618397
ST0005537,MANUFACTURES CARTAGE COMPANY,225 LYNCH ST,,ST LOUIS,63118,,SL,510,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",743392.840719,4275755.34974,15,-1.0,0.0,0.0,,,0.00,2014-07-02 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.2052274713546,38.59694373100488
ST0005538,"ANHEUSER-BUSCH, INC",2700 S BROADWAY,,ST LOUIS,63118,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_HILL,JUSTIN",743197.085006,4276012.48865,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Moved point to improve accuracy, Verified by NAIP2012/DOQQ2008.",-90.20738301733061,38.599311941843744
ST0005539,"ANHEUSER-BUSCH, INC",2600 S 7TH ST,,ST LOUIS,63118,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,,"CON_HILL,JUSTIN",743254.06062,4276182.87907,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-90.2066699980366,38.600830058313086
ST0005527,ANHEUSER BUSCH ST LOUIS BREWERY,621 UTAH ST,,ST LOUIS,63118,2600,SL,510,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",742977.767,4275890.988,15,-1.0,0.0,0.0,,,,2020-11-04 00:00:00.000,1995-06-30 00:00:00.000,2022-06-28 00:00:00.000,"VANDEPOPUL, C",,-90.20994103282254,38.59827833140803
ST0005528,ANHEUSER-BUSCH COMPANIES (TODD),9TH ST AND LYNCH,,ST LOUIS,63118,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,TU,,"CON_HILL,JUSTIN",742993.09898,4276020.51671,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Verified point in place.",-90.20971999805553,38.59944005785346
ST0005541,AMERICAN ROOFING COMPANY,6741 MANCHESTER,,ST LOUIS,63139,,SL,510,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",734685.485164,4277863.77073,15,-1.0,0.0,0.0,,,0.00,2014-07-02 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.30439511083067,38.618267983193526
ST0005543,"ASSOCIATED CARTAGE CO, INC",2618 DELMAR BLVD,,ST LOUIS,63123,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,,"CORBIN, M",742546.38,4280153.25,15,-1.0,0.0,0.0,,,,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,2010-09-23 00:00:00.000,"HEISLER, J",,-90.21340395137435,38.6367620605136
ST0005545,ASPHALTIC CONC CORP/F.G. AVEY JR.,4800 JACOBS OIL COAL RD,,ST LOUIS,63119,,SL,510,A3,,,91,,5,,,,,,"VANCE, S",733449.38,4274834.46,,0.0,0.0,0.0,,,,2013-08-26 00:00:00.000,1995-06-30 00:00:00.000,2013-08-26 00:00:00.000,"VANCE, S",,-90.3195939468932,38.59132400703938
ST0005546,SOUTH CITY HOSPITALBC,3933 S BROADWAY,,ST LOUIS,63118,4601,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_HILL,JUSTIN",741411.078524,4274208.13025,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2021-07-16 00:00:00.000,"VANDEPOPUL, C","CON_HILL,JUSTIN Moved point to improve accuracy, Verified by NAIP2012/DOQQ2008.",-90.22849424216881,38.58355759612279
ST0022246,CASEYS GENERAL STORE #3871,3661 WEST SUNSHINE STREET,,SPRINGFIELD,65807,,SW,77,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",468491.5723,4115264.13,15,-1.0,0.0,0.0,,,,2020-04-27 00:00:00.000,2019-09-09 00:00:00.000,2020-06-08 00:00:00.000,"RANGEN, K",,-93.3549757395974,37.18328548618414
ST0005547,ACME ELECTRIC CO,1520 N BROADWAY,,ST LOUIS,6310,,SL,510,I2,12.20,,,24000,,Meters,,NAD83,CO,D9,"INT_EDELHUBER,Brian",744954.311046,4280640.77705,15,-1.0,0.0,0.0,,,0.00,2014-08-05 00:00:00.000,,,,"INT_EDELHUBER,Brian, Map Interpolated point. Verified by NAIP2012",-90.18559850852631,38.64048833900211
ST0005548,A & B SEWING MACHINE CO,2200 WASHINGTON AVE,,ST LOUIS,63103,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,CO,CR,"CON_HILL,JUSTIN",742775.409363,4279901.16277,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Moved point to improve accuracy, Verified by NAIP2012/DOQQ2008.",-90.21086354403434,38.63443028654689
ST0005549,OLD HIGHWAY PATROL BUILDING,3199 W SUNSHINE,,SPRINGFIELD,65807,,SW,77,A1,,,87,,5,,,,,,"VANCE, S",469569.84,4115334.99,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-93.342831003066,37.18395998831036
ST0005550,ALLIED HEALTHCARE PRODUCTS INC,1720 SUBLETTE AVE,,ST LOUIS,63110,,SL,510,A1,,,100,,5,,POINT,NAD83,,D9,"VANCE, S",736869.28,4278178.42,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.27923101378107,38.620520035414536
ST0005551,ALUMAX FOILS INC,6100 S BROADWAY,,ST LOUIS,63111,2523,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,MA,CR,"CON_HILL,JUSTIN",740006.363806,4271325.04032,15,-1.0,0.0,0.0,,,,2014-02-18 00:00:00.000,1995-06-30 00:00:00.000,2014-02-18 00:00:00.000,"CON_HILL,JUSTIN","CON_HILL,JUSTIN Moved point to improve accuracy, Verified by NAIP2012/DOQQ2008.",-90.2455954311855,38.55798587493598
ST0005553,ADM MILLING COMPANY,5020 SHREVE AVE,,ST LOUIS,63115,,SL,510,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CORBIN, M",740255.0,4285282.0,15,-1.0,0.0,0.0,,,,2010-07-19 00:00:00.000,1995-06-30 00:00:00.000,2010-07-20 00:00:00.000,"CORBIN, M",,-90.23792694595255,38.68355182690609
ST0005554,ADVANCED MOTOR SERVICE,6123 GRAVOIS,,ST LOUIS,63116,,SL,510,A1,,,87,,5,,,,,,"VANCE, S",737126.61,4273204.82,,0.0,0.0,0.0,,,,2013-08-27 00:00:00.000,1995-06-30 00:00:00.000,2013-08-27 00:00:00.000,"VANCE, S",,-90.2779710237577,38.575680043384565
ST0006825,VICHY VOR,HWY 28 NEAR H,,VICHY,65580,,SE,125,I2,12.20,,,24000,5,Meters,POINT,NAD83,CF,D9,"CHAPMAN, P",607603.4,4221171.6,15,-1.0,0.0,0.0,,,,2011-09-21 00:00:00.000,1995-06-30 00:00:00.000,2011-09-27 00:00:00.000,"CHAPMAN, P",,-91.77223015436734,38.13198913516687
ST0005555,"ART HAACK BUICK-GMC, INC",5655 S LINDBERGH,,ST LOUIS,63123,,SL,189,I2,12.20,,,24000,5,Meters,Point,NAD83,CF,D9,"RANGEN, K",730741.928,4267127.957,15,-1.0,0.0,0.0,,,,2020-11-04 00:00:00.000,1995-06-30 00:00:00.000,2021-08-30 00:00:00.000,"RANGEN, K",,-90.35319630767655,38.522654651119176
