FacilityID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty,FacilityZipCode,FacilityState,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibility,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID,DispenserID,DispenserUDC,DispenserUDCWallType
573,Evansville Trading Post,Retail,Retail,,645 Evansville Road (Route 58),,Brownington,Orleans,05860,VT,1,,,44.8034640454,-72.1326319716,Unknown,Evansville Trading Post Inc,Evansville Trading Post Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
578,Fair Haven Smart Shop Irving,Retail,Retail,,36 Main Street,,Fair Haven,Rutland,05743,VT,1,,,43.5924594903995,-73.2656552534208,Unknown,Midway Oil Corporation,Midway Oil Corporation,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
579,South Hero Jolley,Retail,Retail,,337 US Route 2,,South Hero,Grand Isle,05486,VT,1,,,44.645073565,-73.3068789474,Unknown,S B Collins Inc,Jolley Associates LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
580,Castleton Pizza Place and Deli,Retail,Retail,,575 Main Street (Route 4A),,Castleton,Rutland,05735,VT,1,,,43.6116352319,-73.1771164133,Unknown,Castleton Village Store Inc,Castleton Village Store Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
581,Mountain Merchant & Deli,Retail,Retail,,2384 Killington Road,,Killington,Rutland,05751,VT,1,,,43.6391283257,-72.7880062411,Unknown,D&K Properties LLC,Mountain Merchant LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
583,Gouchberg Farms Market & Deli,Retail,Retail,,638 Route 103,,Clarendon,Rutland,05759,VT,1,,,43.5312373393,-72.9369969036,Unknown,Gouchberg Real Estate Holdings,Gouchberg Real Estate Holdings,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
583,Gouchberg Farms Market & Deli,Retail,Retail,,638 Route 103,,Clarendon,Rutland,05759,VT,1,,,43.531509,-72.937431,Unknown,Gouchberg Real Estate Holdings,Gouchberg Real Estate Holdings,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
584,Chloe's Market,Retail,Retail,,5543  VT Route 100,,Plymouth,Windsor,05056,VT,1,,,43.5330089498874,-72.7413641987983,Unknown,Akita Acres LLC,Akita Acres LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
587,Global Montello Group #423,Retail,Retail,,500 Riverside Avenue,,Burlington,Chittenden,05401,VT,1,,,44.4886156336,-73.2017550481,Unknown,Global Montello Group Corp,Global Montello Group Corp,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
588,Green Mountain Market #101,Retail,Retail,,215 North Main Street,,Rutland City,Rutland,05701,VT,1,,,43.6240317390892,-72.9754694766617,Unknown,Co Grocers Group LLC,Co Grocers Group LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
604,Bellows Falls Union High School #27,Town,Municipal,,406 High School Road,,Westminster,Windham,05101,VT,1,,,43.119070597566,-72.4441943517381,Unknown,Bellows Falls Union High School #27,Bellows Falls Union High School,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
619,Rutland Irving South Main Street,Retail,Retail,,258-260 South Main Street,,Rutland City,Rutland,05701,VT,1,,,43.5906838513167,-72.9685856779344,Unknown,Irving Oil Terminals Inc,Irving Oil Terminals Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
666,Thomson Fuels,Industrial/Commercial,Retail,,173-175 Main Street,,Bradford,Orange,05033,VT,1,,,43.9949849201,-72.128327254,Unknown,J & C Holdings LLC,Thomson Fuels LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
670,Jerusalem Corners Country Store,Retail,Retail,,1858 VT Route 17,,Starksboro,Addison,05487,VT,1,,,44.1703131627,-72.9843293255,Unknown,Jerusalem Corners Country Store,Jerusalem Corners Country Store,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
671,Goss Dodge,Industrial/Commercial,Commercial,,1485 Shelburne Road,,South Burlington,Chittenden,05403,VT,1,,,44.430792731469,-73.2123459362457,Unknown,Goss Dodge Inc,Goss Dodge Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
679,Well's Corner Market,Retail,Retail,,278 River Road  Underhill Center,,Underhill,Chittenden,05490,VT,1,,,44.5078899378225,-72.9035882649013,Unknown,S B Collins Inc,Cedric Wells,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
679,Well's Corner Market,Retail,Retail,,278 River Road  Underhill Center,,Underhill,Chittenden,05490,VT,1,,,44.807984611,-73.0908631605,Unknown,S B Collins Inc,Cedric Wells,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
681,Cota & Cota,Bulk,Commercial,,2097 Route 30,,Jamaica,Windham,05343,VT,1,,,43.0845959504,-72.7541878392,Unknown,Cota & Cota Inc,Cota & Cota Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
688,Maplefields at Georgia,Retail,Retail,,1207 Ethan Allen Highway,,Georgia,Franklin,05454,VT,1,,,44.6959936335,-73.1077429081,Unknown,R L Vallee Inc,R L Vallee Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
691,Warren Sugarbush Airport,Retail,Retail,,2355 Airport Road,,Warren,Washington,05674,VT,1,,,44.1187075294397,-72.8269482159386,Unknown,Granite Intersection Inc,Sugarbush Soaring Association,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
699,GMP Rutland Dist Service Center,Industrial/Commercial,Commercial,,2154 Post Road and Route 7,,Rutland Town,Rutland,05701,VT,1,,,43.6365642363137,-72.9727285463033,Unknown,Green Mountain Power Corporation,Green Mountain Power Corporation,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
706,Sugarbush Resort - Lincoln Peak,Industrial/Commercial,Commercial,,1840 Sugarbush Access Road,,Warren,Washington,05674,VT,1,,,44.1350783747042,-72.8982563049694,Unknown,Sugarbush Mountain Resorts Inc,Sugarbush Mountain Resorts Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
708,Bob's Service Center,Service Station,Retail,,"4 Ballardvale Drive, WRJ",,Hartford,Windsor,05001,VT,1,,,43.6450504122,-72.34047344,Unknown,Montshire Services LLC,Bobs Service Center,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
709,Village Fuel and Convenience,Service Station,Retail,,319 Route 112 North Jacksonville,,Whitingham,Windham,05342,VT,1,,,42.7959565923,-72.8214792516,Unknown,First Stop Convenience,Village Fuel and Convenience,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
713,Dover Town Garage,Town,Municipal,,11 Landfill Road,,Dover,Windham,05356,VT,1,,,42.9303283613391,-72.8200881026971,Unknown,Town of Dover,Town of Dover,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
717,Woodford General Store,Retail,Retail,,5053 Route 9,,Woodford,Bennington,05201,VT,1,,,42.8772621786772,-73.0817712625656,Unknown,Compass Point Properties,Woodford General Store,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
729,Maplefields at Middlebury,Retail,Retail,,60 North Pleasant Street,,Middlebury,Addison,05753,VT,1,,,44.018404646,-73.1665388022,Unknown,R L Vallee Inc,R L Vallee Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
744,Aime Bellavance and Sons Inc,Industrial/Commercial,Commercial,,5 South Vine Street,,Barre City,Washington,05641,VT,1,,,44.2042305042,-72.5110168501,Unknown,Aime Bellavance and Sons Inc,Aime Bellavance and Sons Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
758,Nido's Service Station,Service Station,Retail,,Route 9 West,,Wilmington,Windham,05363,VT,1,,,42.8708099890025,-72.8775705984359,Unknown,Guy E Nido Inc,Guy E Nido Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
785,Parker's Quick Stop,Retail,Retail,,15 Berlin Street,,Montpelier,Washington,05602,VT,1,,,44.257056195,-72.5773213349,Unknown,W Parker Corporation,W Parker Corporation,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
790,Evans Expressmart   #420,Retail,Retail,,1034 North Main Street WRJ,,Hartford,Windsor,05001,VT,1,,,43.6478498936,-72.3345015655,Unknown,Evans Group Inc,Evans Group Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
791,Sunrise General Store,Retail,Retail,,44 US Route 4 (West Bridgewater),,Bridgewater,Windsor,05035,VT,1,,,43.5999084635,-72.7494001961,Unknown,Sunrise General Store,Sunrise General Store,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
800,Green Mountain Market #105,Retail,Retail,,302 VT Route 15 West,,Morristown,Lamoille,05661,VT,1,,,44.5787863155,-72.5965807825,Unknown,Co Grocers Group LLC,Co Grocers Group LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
807,Global Montello Group #679,Retail,Retail,,1102 Putney Road,,Brattleboro,Windham,05301,VT,1,,,42.8843074042601,-72.5574344113868,Unknown,Global Montello Group Corp,Global Montello Group Corp,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
808,Penguin Market 2,Retail,Retail,,124 Rockingham Street Bellows Falls,,Rockingham,Windham,05101,VT,1,,,43.1367210215,-72.4488090203,Unknown,Penguin Market 2 LLC,Penguin Market LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
811,Jolley Barre Sunoco,Retail,Retail,,1097 US Route 302,,Berlin,Washington,05641,VT,1,,,44.223864579,-72.5509775735,Unknown,S B Collins Inc,Jolley Associates LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
812,Jolley Convenience Store,Retail,Retail,,129 Grove Street,,Rutland City,Rutland,05701,VT,1,,,43.6142345733,-72.9828691091,Unknown,S B Collins Inc,Jolley Associates LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
816,Saint Johnsbury Highway Garage,Town,Municipal,,Alms House Road,,Saint Johnsbury,Caledonia,05819,VT,1,,,44.4238102892,-72.0055020632,Unknown,Town of Saint Johnsbury,Town of St Johnsbury,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
819,Burlington Waste Water Treatment,Town,Municipal,,53 Lavalley Lane,,Burlington,Chittenden,05402,VT,1,,,44.4718541619857,-73.2196039570084,Unknown,City of Burlington Public Works Dept,City of Burlington Public Works Dept,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
826,228 Brattleboro LLC,Service Station,Retail,,228 Canal Street,,Brattleboro,Windham,05301,VT,1,,,42.845583953789,-72.5629107650757,Unknown,228 Brattleboro LLC,228 Brattleboro LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
829,Midway Diner Mobil Mart,Retail,Retail,,118 South Main Street,,Rutland City,Rutland,05701,VT,1,,,43.6003163134,-72.9702791559,Unknown,Midway Oil Corporation,Midway Oil Corporation,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
836,Mall Mobil Mart,Retail,Retail,,205 US Route 4 East (Woodstock Ave),,Rutland Town,Rutland,05701,VT,1,,,43.62279475,-72.9531115009,Unknown,Midway Oil Corporation,Midway Oil Corporation,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
840,Mike's Store & Collectables,Retail,Retail,,148 U S Route 5,,Hartland,Windsor,05048,VT,1,,,43.538968869544,-72.399678117791,Unknown,BMB Real Estate LLC,Sugar Face & Company LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
841,Barre Jiffy Mart #450,Retail,Retail,,973 East Barre Road,,Barre Town,Washington,05649,VT,1,,,44.1613683322883,-72.4493454758585,Unknown,Global Montello Group Corp,Global Montello Group Corp,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
844,Guy E Nido Bulk Plant,Bulk,Commercial,,193 Route 100 North,,Wilmington,Windham,05363,VT,1,,,42.8790135852799,-72.8626952209015,Unknown,Guy E Nido Inc,Guy E Nido Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
848,Browns Sales and Service,Service Station,Retail,,1888 US Route 5 North,,Windsor,Windsor,05089,VT,1,,,43.4979014386602,-72.3895776527786,Unknown,Browns Sales and Service Inc,Browns Sales and Service Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
854,Cumberland Farms #4016,Retail,Retail,,13 West Main Street,,Richmond,Chittenden,05477,VT,1,,,44.4052558392941,-72.9932590306885,Unknown,Cumberland Farms Inc,Cumberland Farms Inc #4016,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
857,Maplefields Vergennes #69,Retail,Retail,,2 South Water Street,,Vergennes,Addison,05491,VT,1,,,44.1667356808,-73.2541021933,Unknown,R. L. Vallee Inc,R. L. Vallee Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
859,Simon's Park Street Store & Deli,Retail,Retail,,42 Park Street,,Burlington,Chittenden,05401,VT,1,,,44.4816673490934,-73.2188537460327,Unknown,Slimain Handy's Conven Stores Inc,Handy Petroleum Company,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
863,Grafton Auto Service,Service Station,Retail,,22A Route 121 East   (Main Street),,Grafton,Windham,05146,VT,1,,,-72.6056795691,43.1709809539,Unknown,Windham Foundation Inc,Grafton Auto Service,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
873,Barre Gulf 100-BE2,Retail,Retail,,169 Washington Street,,Barre City,Washington,05641,VT,1,,,44.1918487001,-72.4925090125,Unknown,Wesco Inc,Wesco Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
875,Town of Colchester Maintenance,Town,Municipal,,711 Blakely Road,,Colchester,Chittenden,05446,VT,1,,,44.5371831186665,-73.2059648895493,Unknown,Town of Colchester,Town of Colchester,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
890,Springfield Hospital,Institutional,Commercial,,25 Ridgewood Road,,Springfield,Windsor,05156,VT,1,,,43.2980942317,-72.4947130882,Unknown,Springfield Hospital,Springfield Hospital,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
948,Jolley Richford,Retail,Retail,,308 South Main Street   (Route 105),,Richford,Franklin,05476,VT,1,,,-72.6770553232,44.9889907661,Unknown,S B Collins Inc,Jolley Associates LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
950,University of VT & State Ag College,Institutional,Commercial,,Main Campus,,Burlington,Chittenden,05405,VT,1,,,44.4821529149,-73.191581603,Unknown,University of VT & State Ag College,University of VT & State Ag College,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
962,Ferrisburgh Jolley Store,Retail,Retail,,6973 Route 7,,Ferrisburgh,Addison,05456,VT,1,,,44.2590718266,-73.2286446173,Unknown,S B Collins Inc,Jolley Associates LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
963,Jolley Jericho Store,Retail,Retail,,341 Vt Route 15,,Jericho,Chittenden,05465,VT,1,,,44.517619653,-72.9484264151,Unknown,S B Collins Inc,Jolley Associates LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
971,Central Vermont Medical Center,Institutional,Commercial,,130 Fisher Road,,Berlin,Washington,05641,VT,1,,,44.2203519817073,-72.5606805337296,Unknown,Central Vermont Medical Center Inc,Central Vermont Medical Center Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
972,7-Eleven #32512,Retail,Retail,,197 Route 100 West Dover,,Dover,Windham,05356,VT,1,,,42.9447134700289,-72.8641081807786,Unknown, 7-Eleven Corp, 7-Eleven Corp,Yes,Unknown,No,Yes,No,No,No,No,No,No,No,No,,No,,Unknown,Unknown,Unknown
974,American West Worldwide Express Inc,Industrial/Commercial,Commercial,,7994 US Route 5,,Westminster,Windham,05158,VT,1,,,43.1230631714,-72.4382155023,Unknown,"American West Worldwide Express, Inc","American West Worldwide Express, Inc",,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
976,Cumberland Farms #4023,Retail,Retail,,20 Upper Main Street,,Morristown,Lamoille,05661,VT,1,,,44.5615831635,-72.5978500244,Unknown,Cumberland Farms Inc,Cumberland Farms Inc #4023,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
988,Black River Kwik Stop,Retail,Retail,,360 River Street,,Springfield,Windsor,05156,VT,1,,,43.3205804443,-72.506643545,Unknown,Maria LLC,Maria LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
989,Rutland 786 LLC,Retail,Retail,,98-100 State Street,,Rutland City,Rutland,05701,VT,1,,,43.6089916573,-72.9828084467,Unknown,Rutland 786 LLC,Rutland 786 LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
993,Norwich University,Industrial/Commercial,Commercial,,158 Harmon Drive,,Northfield,Washington,05663,VT,1,,,44.1398035168373,-72.661021456102,Unknown,Norwich University,Norwich University,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
997,West Street Corner Store,Retail,Retail,,377-379 West Street,,Rutland City,Rutland,05701,VT,1,,,43.6054586096,-72.9968707428,Unknown,Father Son Enterprises Inc,Father Son Enterprises Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
998,Sunoco Gasoline Station #283,Retail,Retail,,610 Route 4,,West Rutland,Rutland,05736,VT,1,,,43.5954520537,-73.0260233265,Unknown,W A Sandri Inc,W A Sandri Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1001,Dan and Whit's General Store,Retail,Retail,,319 Main Street,,Norwich,Windsor,05055,VT,1,,,43.7148371617,-72.30887069,Unknown,Global Montello Group Corp,Fraser's General Store Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1003,West Street Mobil Smartshop,Retail,Retail,,446 West Street,,Rutland City,Rutland,05701,VT,1,,,43.6039985543,-73.0038019794,Unknown,Midway Oil Corporation,Midway Oil Corporation,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1011,Bay Harbor Marina,Retail,Retail,,278 West Lakeshore Drive,,Colchester,Chittenden,05446,VT,1,,,44.5467892,-73.2205013,Unknown,Bay Harbor Marina Inc,Bay Harbor Marina Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1019,Washington Electric Cooperative,Industrial/Commercial,Commercial,,230 Fassett Road,,East Montpelier,Washington,05651,VT,1,,,44.250428317,-72.4909394066,Unknown,Washington Electric Cooperative Inc,Washington Electric Cooperative Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1020,Long Falls Paperboard,Industrial/Commercial,Commercial,,161 Wellington Road,,Brattleboro,Windham,05301,VT,1,,,42.8872995619,-72.5471496761,Unknown,Long Falls Paperboard LLC,Long Falls Paperboard LLC,No,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1025,Mount Mansfield Union High School,Town,Municipal,,211 Browns Trace Road,,Jericho,Chittenden,05465,VT,1,,,44.4856973824,-72.9622523162,Unknown,Mount Mansfield Union District 17,Mount Mansfield Union High School,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1035,South Main Quick Stop Gulf,Retail,Retail,,301 South Main Street,,Richford,Franklin,05476,VT,1,,,44.9897698345,-72.6753756601,Unknown,J W Holding Company,J W Holding Company,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1065,Charlotte General Store,Retail,Retail,,20 Jackson Hill Road,,Charlotte,Chittenden,05445,VT,1,,,44.3189011636,-73.1884478749,Unknown,S B Collins Inc,S B Collins Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1087,Waterbury Mobil,Retail,Retail,,758 Waterbury-Stowe Road (Route 100),,Waterbury,Washington,05676,VT,1,,,44.346199187,-72.7453572677,Unknown,R L Vallee Inc,Rick Blake,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1088,Richmond Mobil - Summit,Retail,Retail,,1436 West Main Street,,Richmond,Chittenden,05477,VT,1,,,44.4221347369785,-73.0057677797034,Unknown,Summit Distributing LLC,Summit Distributing LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1088,Richmond Mobil - Summit,Retail,Retail,,1436 West Main Street,,Richmond,Chittenden,05477,VT,1,,,44.4225164324,-73.006150329,Unknown,Summit Distributing LLC,Summit Distributing LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1089,Maplefields Winooski,Retail,Retail,,298 East Allen Street,,Winooski,Chittenden,05404,VT,1,,,44.4928727173,-73.1751517876,Unknown,R L Vallee Inc,R L Vallee Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1091,Market Station Mobil - Summit,Service Station,Retail,,18 Sykes Mountain Avenue,,Hartford,Windsor,05001,VT,1,,,43.6471493343847,-72.3348576024447,Unknown,Summit Distributing LLC,Summit Distributing LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1093,Summit Store #3,Retail,Retail,,3 Berlin Street,,Montpelier,Washington,05602,VT,1,,,44.257320687,-72.5777631017,Unknown,Summit Distributing LLC,Summit Distributing LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1094,Airport Mobil,Retail,Retail,,1801 Williston Road,,South Burlington,Chittenden,05401,VT,1,,,44.4623875369,-73.1537376972,Unknown,R L Vallee Inc,R L Vallee Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1095,Summit Store #1,Retail,Retail,,1917 VT Route 66,,Randolph,Orange,05060,VT,1,,,43.944340664863,-72.6246454354439,Unknown,Summit Distributing LLC,Summit Distributing LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1096,Kennedy Drive Jiffy Mart #445,Retail,Retail,,110 Kennedy Drive,,South Burlington,Chittenden,05403-7113,VT,1,,,44.4544436202,-73.166034289,Unknown,Global Montello Group Corp,Global Montello Group Corp,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1098,Champlain Farms Shell 320-SJ,Retail,Retail,,490 Railroad Street,,Saint Johnsbury,Caledonia,05819,VT,1,,,44.4195801464,-72.0149641229,Unknown,Wesco Inc,Wesco Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1099,Brattleboro Mobil,Retail,Retail,,1114 Putney Road,,Brattleboro,Windham,05301,VT,1,,,42.8850530419,-72.55754287,Unknown,Summit Distributing LLC,Summit Distributing LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1101,Dunkin Donuts Sunoco #241,Retail,Retail,,43 East Main Street,,Wilmington,Windham,05363,VT,1,,,42.8664200157837,-72.8675957515205,Unknown,A R Sandri Inc,A R Sandri Inc,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1102,Penguin Market,Retail,Retail,,50 Clinton Street,,Springfield,Windsor,05156,VT,1,,,43.2939227,-72.4773447,Unknown,Penguin Market LLC,Penguin Market LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1107,Shelburne Road Gulf/Tailhook HOECH,Service Station,Retail,,793 Shelburne Road,,South Burlington,Chittenden,05403,VT,1,,,44.444464686885,-73.2099520900683,Unknown,Wesco Inc,Wesco Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1108,Ludlow Mobil SmartStop/Dunkin Donuts,Retail,Retail,,195 Main Street,,Ludlow,Windsor,05149,VT,1,,,43.3961724167724,-72.7016590932541,Unknown,Midway Oil Corporation,Midway Oil Corporation,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1109,Maplefields at University,Retail,Retail,,811 Williston Road,,South Burlington,Chittenden,05401,VT,1,,,44.4717422907,-73.1892214868,Unknown,R L Vallee Inc,R L Vallee Inc,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
1113,Charlebois Garage,Industrial/Commercial,Commercial,,29 Intervale Road,,Burlington,Chittenden,05401,VT,1,,,44.4898222426158,-73.203106703041,Unknown,Related Property LLC,Related Property LLC,Yes,Unknown,No,No,No,No,No,No,No,Yes,No,No,,No,,Unknown,Unknown,Unknown
1117,Jolley Mobil South,Retail,Retail,,1830 Shelburne Road,,South Burlington,Chittenden,05401,VT,1,,,44.4219617962,-73.2115796342,Unknown,S B Collins Inc,Jolley Associates LLC,,Unknown,No,No,No,No,No,No,No,Yes,No,No,,Yes,,Unknown,Unknown,Unknown
